ZONA,PARTIDO,ORDEN N°,PLAZO,EXPEDIENTE,EMPRESA,CAUCE,SITIO A INTERVENIR,COORDENADA DE INICIO,COORDENADAS DE FINALIZACIÓN,COORDENADAS POLARES INICIO,COORDENADAS POLARES FINAL,METROS,TIPO DE CAUCE,MAPS,IFRAME,FICHA,F. INICIO,F. FINAL,ESTADO,RETROEXCAVADORA CON BRAZO LARGO,RETROEXCAVADORA CON BRAZO CORTO,RETROEXCAVADORA CON TRITURADORA FLORESTAL,PALA CARGADORA FRONTAL,RETROPALA,EXCAVADORA TIPO ARAÑA EXTENSIBLE,RETROEXCAVADORA ANFIBIA,TOPADORA,MOTONIVELADORA,CAMIÓN TATU,TOTAL HORAS,VALOR LAR,VALOR COR,VALOR FOR,VALOR CAR,VALOR RET,VALOR ARA,VALOR ANF,VALOR TOP,VALOR MOT,VALOR CAM,INVERSIÓN PROGRAMADA
Zona 1,San Andrés de Giles,1,25,EX-2025-23516309- -GDEBA-DPTLMIYSPGP,Olivo Zamboano S.A.,Afluente del Arroyo de Giles,Desde su desembocadura en el Arroyo de Giles hasta la Av. Scully,"-34.406667, -59.426389","-34.444542, -59.435011","34°24'24.0""S 59°25'35.0""W","34°26'40.4""S 59°26'06.0""W",5300,Canal sin revestir,https://www.google.com/maps/d/edit?mid=1cRPJg8zI3qPRXNMPS4q77zwPJsOmGRI&usp=sharing,https://www.google.com/maps/d/embed?mid=1cRPJg8zI3qPRXNMPS4q77zwPJsOmGRI&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1VGaUx7AsSiVJ0Xs-ZEwb3V15a7plgEym/view?usp=drive_link,31/7/2025,25/8/2025,Finalizado,27,106,,,,,,,,20,153,"$4.467.245,58","$17.119.100,70",,,"$0,00",,,"$0,00","$0,00","$2.390.107,60","$23.976.453,88"
Zona 1,San Andrés de Giles,1,25,EX-2025-23516309- -GDEBA-DPTLMIYSPGP,Olivo Zamboano S.A.,Canal Scully,Paralelo a Av. Lucas Scully desde C. 41 hasta rotonda de acceso a Colectora de Ruta Nacional N° 7,"-34.447017, -59.432207","-34.459000, -59.416694","34°26'49.3""S 59°25'56.0""W","34°27'32.4""S 59°25'00.1""W",1950,Zanja / Zanjón,https://www.google.com/maps/d/edit?mid=1I6kF4SpgbdJNVBj0FxGkLKcKxD9EqFY&usp=sharing,https://www.google.com/maps/d/embed?mid=1I6kF4SpgbdJNVBj0FxGkLKcKxD9EqFY&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1gftAe4QTAyhkovpgHlNfn3ZCQ4a6D-kW/view?usp=drive_link,31/7/2025,25/8/2025,Finalizado,,53,,,,,,,,20,73,"$0,00","$8.559.550,35",,,"$0,00",,,"$0,00","$0,00","$2.390.107,60","$10.949.657,95"
Zona 1,San Andrés de Giles,1,25,EX-2025-23516309- -GDEBA-DPTLMIYSPGP,Olivo Zamboano S.A.,Arroyo de Giles,Desde Puente en zona urbana hasta su confluencia con su afluente,"-34.373333, -59.398333","-34.436111, -59.448889","34°22'24.0""S 59°23'54.0""W","34°26'10.0""S 59°26'56.0""W",4000,Arroyo,https://www.google.com/maps/d/edit?mid=1oE_Af0UqzbYaT-_2lXG4PLDCq3xyFoA&usp=sharing,https://www.google.com/maps/d/embed?mid=1oE_Af0UqzbYaT-_2lXG4PLDCq3xyFoA&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1Z1ZMdpd9izXDZjJR2UoZEMOruVAApixf/view?usp=drive_link,31/7/2025,25/8/2025,Finalizado,107,,,,,,,,,13,120,"$17.703.528,78","$0,00",,,"$0,00",,,"$0,00","$0,00","$1.553.569,94","$19.257.098,72"
Zona 1,Exaltación de la Cruz,1,25,EX-2025-23516309- -GDEBA-DPTLMIYSPGP,Olivo Zamboano S.A.,Zanjón paraleo a Av. Robles,Desde la Colectora Sur de la Ruta Nacional N° 8 hasta la calle Jardín,"-34.376667, -59.116111","-34.388728, -59.102908","34°22'36.0""S 59°06'58.0""W","34°23'19.4""S 59°06'10.5""W",1870,Zanja / Zanjón,https://www.google.com/maps/d/edit?mid=12AJLZBtJOVbfD8Q1syPmvp2awWb5nXA&usp=sharing,https://www.google.com/maps/d/embed?mid=12AJLZBtJOVbfD8Q1syPmvp2awWb5nXA&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1I_q4ut_NSonM43X2MEQJDyHuGTz7hnR8/view?usp=drive_link,31/7/2025,25/8/2025,Finalizado,,,,,80,,,,,60,140,"$0,00","$0,00",,,"$8.580.548,80",,,"$0,00","$0,00","$7.170.322,80","$15.750.871,60"
Zona 1,Salto,2,25,EX-2025-27314103- -GDEBA-DPTLMIYSPGP,Olivo Zamboano S.A.,Arroyo del Burro,Desde los límites hacia el sur del Frigorífico de aves Soychú hasta el predio anterior a la Ruta Provincial N° 31,"-34.295872, -60.221550","-34.335278, -60.215278","34°17'45.1""S 60°13'17.6""W","34°20'07.0""S 60°12'55.0""W",3050,Arroyo,https://www.google.com/maps/d/edit?mid=1YLwg8ZNoLgrOg-padYr2W-rO3FrmwhY&usp=sharing,https://www.google.com/maps/d/embed?mid=1YLwg8ZNoLgrOg-padYr2W-rO3FrmwhY&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1fwH7BXbVxTon30YRq2fIGBwZJkJXdzsu/view?usp=drive_link,13/9/2025,7/10/2025,Finalizado,80,240,,,125,,,50,,,495,"$13.236.283,20","$38.760.228,00",,,"$13.407.107,50",,,"$8.023.093,50","$0,00","$0,00","$73.426.712,20"
Zona 1,San Antonio de Areco,3,35,EX-2025-33760818- -GDEBA-DPTLMIYSPGP,Olivo Zamboano S.A.,Canal de desagüe de la cuenca urbana,Desde su desembocadura en el Río Areco hasta Posta de Morales y Ernesto Ftte,"-34.249917, -59.447581","-34.251715, -59.455621","34°14'59.7""S 59°26'51.3""W","34°15'06.2""S 59°27'20.2""W",820,Canal sin revestir,https://www.google.com/maps/d/edit?mid=19TJHZisbevniuUtqb1c5-1vv3w_rJ9g&usp=sharing,https://www.google.com/maps/d/embed?mid=19TJHZisbevniuUtqb1c5-1vv3w_rJ9g&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1ngvXxMeVXOnjaYkAkI2_D0M7Z9VMGfcY/view?usp=drive_link,24/10/2025,28/11/2025,En ejecución,,20,,,,,,,,,20,"$0,00","$3.230.019,00",,,"$0,00",,,"$0,00","$0,00","$0,00","$3.230.019,00"
Zona 1,Rojas,3,35,EX-2025-33760818- -GDEBA-DPTLMIYSPGP,Olivo Zamboano S.A.,Canal Rural La Brava y afluentes,Desde su desembocadura en la laguna La Brava en el partido de Junín hasta los límites de las parcelas con denominación catastral XI 1063B y 1063C,"-34.467251, -60.752799","-34.394122, -60.752574","34°28'02.1""S 60°45'10.1""W","34°23'38.8""S 60°45'09.3""W",11200,Canal sin revestir,https://www.google.com/maps/d/edit?mid=1Ut5ZEtuketblIV8-VGckHr4ANSSRkbc&usp=sharing,https://www.google.com/maps/d/embed?mid=1Ut5ZEtuketblIV8-VGckHr4ANSSRkbc&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1CTIhS_THNwzmgKPxi6Wb_y2Y_CCI-L4F/view?usp=drive_link,24/10/2025,28/11/2025,En ejecución,100,320,,,,,,50,80,80,630,"$16.545.354,00","$51.680.304,00",,,"$0,00",,,"$8.023.093,50","$10.569.276,00","$9.560.430,40","$96.378.457,90"
Zona 1,Pergamino,3,35,EX-2025-33760818- -GDEBA-DPTLMIYSPGP,Olivo Zamboano S.A.,Canal Rural afluente del Arroyo Pergamino,Desde su desembocadura en el Arroyo Pergamino hasta el final de la parcela con denominación catastral XII 1609 T,"-33.885806, -60.702142","-33.805737, -60.731376","33°53'08.9""S 60°42'07.7""W","33°48'20.7""S 60°43'53.0""W",12000,Canal sin revestir,https://www.google.com/maps/d/edit?mid=1AdksPGQJ88C1-Al-jZB6ftzvfLiIxXk&usp=sharing,https://www.google.com/maps/d/embed?mid=1AdksPGQJ88C1-Al-jZB6ftzvfLiIxXk&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1N89SynTlc7RIdWL0c12Z-BHLQhGpfq6-/view?usp=drive_link,24/10/2025,28/11/2025,En ejecución,100,350,,,,,,50,80,80,660,"$16.545.354,00","$56.525.332,50",,,"$0,00",,,"$8.023.093,50","$10.569.276,00","$9.560.430,40","$101.223.486,40"
Zona 2 (norte),General RodrÍguez,1,20,EX-2025-21481936- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Arroyo de las Palomas,Desde Figueroa Alcorta hasta Juan José Castro,"-34.568297, -58.969317","-34.582978, -58.974407","34°34'05.9""S 58°58'09.5""W","34°34'58.7""S 58°58'27.9""W",1760,Arroyo,https://www.google.com/maps/d/edit?mid=1-fL9BD4R5JAgoeQysruQ94bn_YUf4jk&usp=sharing,https://www.google.com/maps/d/embed?mid=1-fL9BD4R5JAgoeQysruQ94bn_YUf4jk&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1LJFAXkhUG9DSXjOdU7boNq0ZDAUoITGq/view?usp=drive_link,31/7/2025,20/8/2025,Finalizado,,50,,30,15,,,,,15,110,"$0,00","$9.819.000,00",,"$5.066.580,00","$2.209.275,00","$0,00","$0,00",,,"$2.356.560,00","$19.451.415,00"
Zona 2 (norte),General RodrÍguez,1,20,EX-2025-21481936- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Arroyo Carabassa,Desde los límites con el partido de Luján paralelo a calle El Carpincho hasta la Av. José Dalco Domenech,"-34.544552, -58.955957","-34.566476, -58.937013","34°32'40.4""S 58°57'21.5""W","34°33'59.3""S 58°56'13.3""W",3180,Arroyo,https://www.google.com/maps/d/edit?mid=1W5Ue8wxEOh2bjMrbtG8HcwuhTs3-HXI&usp=sharing,https://www.google.com/maps/d/embed?mid=1W5Ue8wxEOh2bjMrbtG8HcwuhTs3-HXI&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1uES9UfxYwRv3y6jBNTsDxwuyQwbpGBQs/view?usp=drive_link,31/7/2025,20/8/2025,Finalizado,,100,,60,25,25,,,,25,235,"$0,00","$19.638.000,00",,"$10.133.160,00","$3.682.125,00","$5.400.450,00","$0,00",,,"$3.927.600,00","$42.781.335,00"
Zona 2 (norte),General RodrÍguez,1,20,EX-2025-21481936- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Cañada San Antonio Brazo Corto,Desde su confluencia con la Cañada San Antonio Brazo Largo hasta la Patricio Ham y S.ub Dorado Able Rossi,"-34.639323, -58.922675","-34.614181, -58.931342","34°38'21.6""S 58°55'21.6""W","34°36'51.1""S 58°55'52.8""W",3200,Cañada / Rambla,https://www.google.com/maps/d/edit?mid=17qbNviVIAoCPgZfgdI9jtkQtItWk0ds&usp=sharing,https://www.google.com/maps/d/embed?mid=17qbNviVIAoCPgZfgdI9jtkQtItWk0ds&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1T1gtyIRMMVyTOmtB6AY8sBlkiFkt3TO2/view?usp=drive_link,31/7/2025,20/8/2025,Finalizado,,100,,60,25,50,,,,25,260,"$0,00","$19.638.000,00",,"$10.133.160,00","$3.682.125,00","$10.800.900,00","$0,00",,,"$3.927.600,00","$48.181.785,00"
Zona 2 (norte),General San Martín,2,35,EX-2025-26466150- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Canal José León Suárez Norte,Desde 150m. aguas abajo de las vías del ferrocarril hasta la altura de calle Libertad,"-34.520400, -58.587310","-34.519122, -58.583224","34°31'13.4""S 58°35'14.3""W","34°31'08.8""S 58°34'59.6""W",400,Arroyo,https://www.google.com/maps/d/edit?mid=18EM92gEg-LPl14n3rVOay6c0YKwaATY&usp=sharing,https://www.google.com/maps/d/embed?mid=18EM92gEg-LPl14n3rVOay6c0YKwaATY&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1PESiKDhwjjD4AGW7L2DKPiLNEwIetfIF/view?usp=drive_link,3/9/2025,7/10/2025,Finalizado,15,25,,,,15,,,,,55,"$3.489.225,00","$4.909.500,00",,"$0,00","$0,00","$3.240.270,00","$0,00",,,"$0,00","$11.638.995,00"
Zona 2 (norte),General San Martín,2,35,EX-2025-26466150- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Canal Güemes,Desde la Au. Cam del Buen Ayre has su entubamiento en cercanía de calle Corrientes,"-34.550469, -58.608016","-34.556026, -58.600641","34°33'01.7""S 58°36'28.9""W","34°33'21.7""S 58°36'02.3""W",900,Canal revestido,https://www.google.com/maps/d/edit?mid=1-iJ7TI5eZgYuMgr8zRFCujEBeNDHW2w&usp=sharing,https://www.google.com/maps/d/embed?mid=1-iJ7TI5eZgYuMgr8zRFCujEBeNDHW2w&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1-kHAj9zIFkk-tRYmBhiX99PmKtexKs4a/view?usp=drive_link,3/9/2025,7/10/2025,Finalizado,,55,,35,,15,,,,35,140,"$0,00","$10.800.900,00",,"$5.911.010,00","$0,00","$3.240.270,00","$0,00",,,"$5.498.640,00","$25.450.820,00"
Zona 2 (norte),General San Martín,2,35,EX-2025-26466150- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Río Reconquista,Sector prximo a las vias del ferrocarril línea Belgrano Norte,"-34.505130, -58.601363","-34.505749, -58.601562","34°30'18.5""S 58°36'04.9""W","34°30'20.7""S 58°36'05.6""W",100,Río,https://www.google.com/maps/d/edit?mid=1N1PElnOgLnN3-poc7PAmYAKnTiib1iQ&usp=sharing,https://www.google.com/maps/d/embed?mid=1N1PElnOgLnN3-poc7PAmYAKnTiib1iQ&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1Z4J2TqLKe9kTdvIwEvv3yg8xNfaSDDjt/view?usp=drive_link,3/9/2025,7/10/2025,Finalizado,,,,,10,10,10,,,,30,"$0,00","$0,00",,"$0,00","$1.472.850,00","$2.160.180,00","$2.258.370,00",,,"$0,00","$5.891.400,00"
Zona 2 (norte),Morón,2,35,EX-2025-26466150- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Cuenca Céspedes - Curso principal,Desde la desembocadura en el Arroyo Morón hasta su entubamiento en Pres. Santiago Derqui,"-34.614613, -58.620244","-34.621444, -58.602538","34°36'52.6""S 58°37'12.9""W","34°37'17.2""S 58°36'09.1""W",1450,Arroyo,https://www.google.com/maps/d/edit?mid=1_3N24hBY1RoYwavs9vLimLEZB79v_nE&usp=sharing,https://www.google.com/maps/d/embed?mid=1_3N24hBY1RoYwavs9vLimLEZB79v_nE&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/13G-DCz8jdqoNUlR_Tun8on2TNTgnm8DQ/view?usp=drive_link,3/9/2025,7/10/2025,Finalizado,197,30,,,32,,,,,,259,"$45.825.155,00","$5.891.400,00",,"$0,00","$4.713.120,00","$0,00","$0,00",,,"$0,00","$56.429.675,00"
Zona 2 (norte),Morón,2,35,EX-2025-26466150- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Cuenca Céspedes - Canal aliviador,Desde su desembocadura en el Arroyo Morón hasta su confluencia con el curso principal,"-34.618851, -58.618419","-34.620429, -58.605107","34°37'07.9""S 58°37'06.3""W","34°37'13.5""S 58°36'18.4""W",1300,Arroyo,https://www.google.com/maps/d/edit?mid=1i3cxe8zouiWHMn2EZXT5zX2nd5rKqDo&usp=sharing,https://www.google.com/maps/d/embed?mid=1i3cxe8zouiWHMn2EZXT5zX2nd5rKqDo&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/13By38nMCOHYcTFWajtLacUkKolaxxlU0/view?usp=drive_link,3/9/2025,7/10/2025,Finalizado,,35,,,60,,,,,,95,"$0,00","$6.873.300,00",,"$0,00","$8.837.100,00","$0,00","$0,00",,,"$0,00","$15.710.400,00"
Zona 2 (norte),Moreno,3,55,EX-2025-34981014- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Arroyo Los Perros,Desde su desembocadura en el Arroyo Las Catonas hasta la calle C. Marcos de Bueno,"-34.610242, -58.772877","-34.624342, -58.788183","34°36'36.9""S 58°46'22.4""W","34°37'27.6""S 58°47'17.5""W",2150,Canal revestido,https://www.google.com/maps/d/edit?mid=16znr_wfPPmbkiraG-j5Io7lJFDywhko&usp=sharing,https://www.google.com/maps/d/embed?mid=16znr_wfPPmbkiraG-j5Io7lJFDywhko&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/16XOcyauI0C_XCvUTKKDVAsl9_S3P6QlT/view?usp=drive_link,En trámite,En trámite,Planificado,,100,,50,,60,100,,,40,350,"$0,00","$19.638.000,00",,"$8.444.300,00","$0,00","$12.961.080,00","$22.583.700,00",,,"$6.284.160,00","$69.911.240,00"
Zona 2 (norte),Tigre,3,55,EX-2025-34981014- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Arroyo Basualdo,Desde las vías del FFCC G. B. Mire (cerca de C. 9 de Julio y Fray Justa Sta. Ma. de Oro) hasta Leandro Nicéforo Alem,"-34.488585, -58.646244","-34.472342, -58.622390","34°29'18.9""S 58°38'46.5""W","34°28'20.4""S 58°37'20.6""W",3100,Arroyo,https://www.google.com/maps/d/edit?mid=1ZnH4ormRM1SFmW8ERSVO99KaIbVJ0AU&usp=sharing,https://www.google.com/maps/d/embed?mid=1ZnH4ormRM1SFmW8ERSVO99KaIbVJ0AU&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1zDk_6SisMOvTQCOzvYN5tZodz95H5GSY/view?usp=drive_link,En trámite,En trámite,Planificado,80,80,,50,,40,100,,,50,400,"$18.609.200,00","$15.710.400,00",,"$8.444.300,00","$0,00","$8.640.720,00","$22.583.700,00",,,"$7.855.200,00","$81.843.520,00"
Zona 2 (norte),Escobar,3,55,EX-2025-34981014- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Arroyo Escobar,Desde Sucre hasta el Acceso Norte de la Ruta NAc. N° 9,"-34.369942, -58.753254","-34.372071, -58.761162","34°22'11.8""S 58°45'11.7""W","34°22'19.5""S 58°45'40.2""W",1260,Arroyo,https://www.google.com/maps/d/edit?mid=1vIrSZaFt9m26jr668EUF9bnkHna3jus&usp=sharing,https://www.google.com/maps/d/edit?mid=1vIrSZaFt9m26jr668EUF9bnkHna3jus&usp=sharing,https://drive.google.com/file/d/1usNXb946qhbeM2wAt1sojyT5i-Nr0nNt/view?usp=drive_link,En trámite,En trámite,Planificado,40,70,,30,,52,90,,,30,312,"$9.304.600,00","$13.746.600,00",,"$5.066.580,00","$0,00","$11.232.936,00","$20.325.330,00",,,"$4.713.120,00","$64.389.166,00"
Zona 2 (norte),Suipacha,3,55,EX-2025-34981014- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Arroyo El Durazno,Desde su confluencia con el Arroyo Los Leones hasta Calle Gradoy,"-34.753878, -59.674095","-34.770352, -59.709423","34°45'14.0""S 59°40'26.7""W","34°46'13.3""S 59°42'33.9""W",3850,Arroyo,https://www.google.com/maps/d/edit?mid=1yQUeCSx4lO6hElrGxTbyOxsMkD-UUmo&usp=sharing,https://www.google.com/maps/d/embed?mid=1yQUeCSx4lO6hElrGxTbyOxsMkD-UUmo&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1-6KYYjrxfUp4PQSF9F9FRYfqY75JMzD9/view?usp=drive_link,En trámite,En trámite,Planificado,20,200,,,15,60,,,,35,330,"$4.652.300,00","$39.276.000,00",,"$0,00","$2.209.275,00","$12.961.080,00","$0,00",,,"$5.498.640,00","$64.597.295,00"
Zona 2 (norte),Suipacha,3,55,EX-2025-34981014- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Arroyo Los Leones,Desde su desembocadura en el Arroyo El Durazno hasta Ruta NAc. N° 5,"-34.753878, -59.674095","-34.783126, -59.682101","34°45'14.0""S 59°40'26.7""W","34°46'59.3""S 59°40'55.6""W",4000,Arroyo,https://www.google.com/maps/d/edit?mid=17hClaBSlsb3hhW2KnPUnLZhk-O6A7BQ&usp=sharing,https://www.google.com/maps/d/embed?mid=17hClaBSlsb3hhW2KnPUnLZhk-O6A7BQ&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1i_r_1IaEWZBLrdDwsw_A3b5zr5FwPRi1/view?usp=drive_link,En trámite,En trámite,Planificado,35,210,,,18,50,,,,40,353,"$8.141.525,00","$41.239.800,00",,"$0,00","$2.651.130,00","$10.800.900,00","$0,00",,,"$6.284.160,00","$69.117.515,00"
Zona 2 (norte),Ituzaingó,3,55,EX-2025-34981014- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Canal de desagüe barrio del Sol,"Desde Camino del Buen Ayre, margen norte, hasta Lucio V. Mansilla","-34.602933, -58.705505","-34.605823, -58.703758","34°36'10.6""S 58°42'19.8""W","34°36'21.0""S 58°42'13.5""W",210,Canal sin revestir,https://www.google.com/maps/d/edit?mid=1gEHiFk6QIlawZzUXSDLjEDf2d2E4N20&usp=sharing,https://www.google.com/maps/d/embed?mid=1gEHiFk6QIlawZzUXSDLjEDf2d2E4N20&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1UO830YZ68sxa7abgcJxe6_QxVzZUgpgS/view?usp=drive_link,En trámite,En trámite,Planificado,10,,,,,5,,,,30,45,"$2.326.150,00","$0,00",,"$0,00","$0,00","$1.080.090,00","$0,00",,,"$4.713.120,00","$8.119.360,00"
Zona 2 (norte),Ituzaingó,3,55,EX-2025-34981014- -GDEBA-DPTLMIYSPGP,Gerónimo Rizzo S.A.,Cuenca Chimbora,Desde la Au. Camino del Buen Ayre hasta Chimbora y Del Cabestro,"-34.598078, -58.694250","-34.599068, -58.693203","34°35'53.1""S 58°41'39.3""W","34°35'56.6""S 58°41'35.5""W",150,Canal sin revestir,https://www.google.com/maps/d/edit?mid=1R6vepeAy4YNYmeObXv9XRksCyqMrzs4&usp=sharing,https://www.google.com/maps/d/embed?mid=1R6vepeAy4YNYmeObXv9XRksCyqMrzs4&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1XAFiUpNBOQm6cH0GPiKFqSWNOOsY63PB/view?usp=drive_link,En trámite,En trámite,Planificado,3,10,,,,,,,,30,43,"$697.845,00","$1.963.800,00",,"$0,00","$0,00","$0,00","$0,00",,,"$4.713.120,00","$7.374.765,00"
Zona 2 (centro),Quilmes,1,20,EX-2025-21481897- -GDEBA-DPTLMIYSPGP,Marcalba S.A.,Arroyo Gimenez,Desde la Au. Bs. As. La Plata hasta el canal aliviador,"-34.731810, -58.217793","-34.748223, -58.221304","34°43'54.5""S 58°13'04.1""W","34°44'53.6""S 58°13'16.7""W",1500,Arroyo,https://www.google.com/maps/d/edit?mid=1gJx1kNfeGMK7cKDj3uWz06GoMV1VBfw&usp=sharing,https://www.google.com/maps/d/embed?mid=1gJx1kNfeGMK7cKDj3uWz06GoMV1VBfw&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/1MUT76S-kPuPj7yABZ5WRkY83EAT238EN/view?usp=drive_link,5/8/2025,26/8/2025,Finalizado,,100,,,,,,,,35,135,"$0,00","$19.666.050,00",,"$0,00","$0,00","$0,00","$0,00",,,"$8.062.397,70","$27.728.447,70"
Zona 2 (centro),Quilmes,1,20,EX-2025-21481897- -GDEBA-DPTLMIYSPGP,Marcalba S.A.,Canal Aliviador del Arroyo Gimenez,Desde la Au. Bs. As. - La Plata hasta su confluencia con el arroyo Gimenez,"-34.741129, -58.207280","-34.748277, -58.221253","34°44'28.1""S 58°12'26.2""W","34°44'53.8""S 58°13'16.5""W",1500,Canal sin revestir,https://www.google.com/maps/d/edit?mid=1g3L50jjG3Mpp_Elkn1Om76ofN_z7nUI&usp=sharing,https://www.google.com/maps/d/embed?mid=1g3L50jjG3Mpp_Elkn1Om76ofN_z7nUI&ehbc=2E312F&noprof=1,https://drive.google.com/file/d/16B4sXfRmFOkslw5stgavVuZkhPeX6fhD/view?usp=drive_link,5/8/2025,26/8/2025,Finalizado,20,55,,,,,,,,35,110,"$4.692.278,20","$10.816.327,50",,"$0,00","$0,00","$0,00","$0,00",,,"$8.062.397,70","$23.571.003,40"
